quiz_id,user_id,score,guessed_words,ended_at,created_at,id
7d9789bc-7db3-4358-b351-3b3bfb144a94,1,200,"[{""word"":""on"",""part_of_speech"":""2222""},{""word"":""school"",""part_of_speech"":""6666""},{""word"":""head"",""part_of_speech"":""6666""},{""word"":""former"",""part_of_speech"":""6666""},{""word"":""other"",""part_of_speech"":""6666""},{""word"":""fellow"",""part_of_speech"":""6666""},{""word"":""new"",""part_of_speech"":""6666""},{""word"":""old"",""part_of_speech"":""6666""},{""word"":""young"",""part_of_speech"":""6666""},{""word"":""friendly"",""part_of_speech"":""6666""},{""word"":""40"",""part_of_speech"":""4444""},{""word"":""car"",""part_of_speech"":""3333""},{""word"":""students"",""part_of_speech"":""3333""},{""word"":""pupils"",""part_of_speech"":""3333""},{""word"":""pranksters"",""part_of_speech"":""3333""},{""word"":""kids"",""part_of_speech"":""3333""},{""word"":""children"",""part_of_speech"":""3333""},{""word"":""teenagers"",""part_of_speech"":""3333""},{""word"":""former"",""part_of_speech"":""1111""},{""word"":""male"",""part_of_speech"":""1111""},{""word"":""female"",""part_of_speech"":""1111""},{""word"":""young"",""part_of_speech"":""1111""},{""word"":""popular"",""part_of_speech"":""1111""}]",1773621966376,1773621786259,151
cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,1,0,[],1773621719659,1773621714706,150
002fda55-233c-43c8-8e26-44f4984bafd7,1,0,[],1773621643376,1773621639033,149
84ea66c3-2e33-48e2-9a8b-3fbbaebf7dcc,1,0,[],1773621638990,1773621637786,148
511b9a9f-712c-43a5-bbc2-71ee3dcf4913,2,600,"[{""word"":""human"",""part_of_speech"":""1111""},{""word"":""in"",""part_of_speech"":""2222""},{""word"":""stated"",""part_of_speech"":""6666""},{""word"":""added"",""part_of_speech"":""6666""},{""word"":""britain"",""part_of_speech"":""5555""},{""word"":""conviction"",""part_of_speech"":""3333""},{""word"":""2008"",""part_of_speech"":""4444""}]",1773618414369,1773618384726,147
2420e6e0-5e2f-4dab-998c-a50b382c89cf,2,0,[],1773618384687,1773618383944,146
c03300f1-b085-4275-ae19-0f4098b05989,2,0,[],1773618383906,1773618382810,145
96a3dab8-d132-4da3-a76a-1ac6f2459208,2,0,[],1773618382774,1773618381815,144
2420e6e0-5e2f-4dab-998c-a50b382c89cf,2,0,[],1773618381775,1773618380364,143
c949ebe3-4236-4232-8b7f-6aaa404dde43,2,0,[],1773618380328,1773618379223,142
cf9239ba-57da-4678-bd9f-b3fb3a78ac60,2,0,[],1773618379181,1773618378222,141
cbb4cf7a-94ba-4c8f-bb89-af09ad9ff4ff,2,0,[],1773618378183,1773618377143,140
