participant_code,user_id,session_id,quiz_id,session_start_ms,session_start_readable,session_end_ms,session_end_readable,final_score,guess_order,guess_time_ms,guess_time_readable,guessed_word,part_of_speech,correct,score_before_guess,score_after_guess
a0ecba5e-8414-4b27-8f8a-9afd16aa3bd2,26,331,f71464ff-4f28-4ff0-a124-8048ce77f6c7,1775596302681,Tue Apr 07 2026 21:11:42 GMT+0200 (heure d’été d’Europe centrale),1775596333136,Tue Apr 07 2026 21:12:13 GMT+0200 (heure d’été d’Europe centrale),100,6,1775596325023,Tue Apr 07 2026 21:12:05 GMT+0200 (heure d’été d’Europe centrale),life,3333,false,0,0
a0ecba5e-8414-4b27-8f8a-9afd16aa3bd2,26,331,f71464ff-4f28-4ff0-a124-8048ce77f6c7,1775596302681,Tue Apr 07 2026 21:11:42 GMT+0200 (heure d’été d’Europe centrale),1775596333136,Tue Apr 07 2026 21:12:13 GMT+0200 (heure d’été d’Europe centrale),100,5,1775596317623,Tue Apr 07 2026 21:11:57 GMT+0200 (heure d’été d’Europe centrale),before,2222,false,0,0
a0ecba5e-8414-4b27-8f8a-9afd16aa3bd2,26,331,f71464ff-4f28-4ff0-a124-8048ce77f6c7,1775596302681,Tue Apr 07 2026 21:11:42 GMT+0200 (heure d’été d’Europe centrale),1775596333136,Tue Apr 07 2026 21:12:13 GMT+0200 (heure d’été d’Europe centrale),100,4,1775596316187,Tue Apr 07 2026 21:11:56 GMT+0200 (heure d’été d’Europe centrale),follwoing,2222,false,0,0
a0ecba5e-8414-4b27-8f8a-9afd16aa3bd2,26,331,f71464ff-4f28-4ff0-a124-8048ce77f6c7,1775596302681,Tue Apr 07 2026 21:11:42 GMT+0200 (heure d’été d’Europe centrale),1775596333136,Tue Apr 07 2026 21:12:13 GMT+0200 (heure d’été d’Europe centrale),100,3,1775596313006,Tue Apr 07 2026 21:11:53 GMT+0200 (heure d’été d’Europe centrale),since,2222,false,0,0
a0ecba5e-8414-4b27-8f8a-9afd16aa3bd2,26,331,f71464ff-4f28-4ff0-a124-8048ce77f6c7,1775596302681,Tue Apr 07 2026 21:11:42 GMT+0200 (heure d’été d’Europe centrale),1775596333136,Tue Apr 07 2026 21:12:13 GMT+0200 (heure d’été d’Europe centrale),100,2,1775596310888,Tue Apr 07 2026 21:11:50 GMT+0200 (heure d’été d’Europe centrale),after,2222,false,0,0
a0ecba5e-8414-4b27-8f8a-9afd16aa3bd2,26,331,f71464ff-4f28-4ff0-a124-8048ce77f6c7,1775596302681,Tue Apr 07 2026 21:11:42 GMT+0200 (heure d’été d’Europe centrale),1775596333136,Tue Apr 07 2026 21:12:13 GMT+0200 (heure d’été d’Europe centrale),100,1,1775596305162,Tue Apr 07 2026 21:11:45 GMT+0200 (heure d’été d’Europe centrale),on,2222,false,0,0
a0ecba5e-8414-4b27-8f8a-9afd16aa3bd2,26,330,5c0112cf-03bd-417d-875d-aabe6573f0b3,1775595598183,Tue Apr 07 2026 20:59:58 GMT+0200 (heure d’été d’Europe centrale),1775595601998,Tue Apr 07 2026 21:00:01 GMT+0200 (heure d’été d’Europe centrale),100,1,1775595600998,Tue Apr 07 2026 21:00:00 GMT+0200 (heure d’été d’Europe centrale),on,2222,true,0,100
74b1ef73-ee96-4e7a-ba86-e168de883a98,25,329,fdf8ee2a-a840-4496-b0b7-afff2dbed0b1,1775595351130,Tue Apr 07 2026 20:55:51 GMT+0200 (heure d’été d’Europe centrale),1775595356404,Tue Apr 07 2026 20:55:56 GMT+0200 (heure d’été d’Europe centrale),100,1,1775595354728,Tue Apr 07 2026 20:55:54 GMT+0200 (heure d’été d’Europe centrale),to,2222,true,0,100
80021c8e-774b-477d-bbd3-3105187c72cd,24,328,002fda55-233c-43c8-8e26-44f4984bafd7,1775594942521,Tue Apr 07 2026 20:49:02 GMT+0200 (heure d’été d’Europe centrale),1775594947382,Tue Apr 07 2026 20:49:07 GMT+0200 (heure d’été d’Europe centrale),100,1,1775594946053,Tue Apr 07 2026 20:49:06 GMT+0200 (heure d’été d’Europe centrale),in,2222,true,0,100
5f415d90-6e2f-4dae-a16b-e8da9cf84ec1,23,327,5c0112cf-03bd-417d-875d-aabe6573f0b3,1775594410943,Tue Apr 07 2026 20:40:10 GMT+0200 (heure d’été d’Europe centrale),1775594415002,Tue Apr 07 2026 20:40:15 GMT+0200 (heure d’été d’Europe centrale),100,1,1775594413330,Tue Apr 07 2026 20:40:13 GMT+0200 (heure d’été d’Europe centrale),on,2222,true,0,100
31046340-bbfb-4b72-b964-849c99a33d93,22,324,2420e6e0-5e2f-4dab-998c-a50b382c89cf,1775589631193,Tue Apr 07 2026 19:20:31 GMT+0200 (heure d’été d’Europe centrale),1775589662272,Tue Apr 07 2026 19:21:02 GMT+0200 (heure d’été d’Europe centrale),200,6,1775589659459,Tue Apr 07 2026 19:20:59 GMT+0200 (heure d’été d’Europe centrale),director,3333,true,100,200
31046340-bbfb-4b72-b964-849c99a33d93,22,324,2420e6e0-5e2f-4dab-998c-a50b382c89cf,1775589631193,Tue Apr 07 2026 19:20:31 GMT+0200 (heure d’été d’Europe centrale),1775589662272,Tue Apr 07 2026 19:21:02 GMT+0200 (heure d’été d’Europe centrale),200,5,1775589654744,Tue Apr 07 2026 19:20:54 GMT+0200 (heure d’été d’Europe centrale),wounded,6666,true,0,100
31046340-bbfb-4b72-b964-849c99a33d93,22,324,2420e6e0-5e2f-4dab-998c-a50b382c89cf,1775589631193,Tue Apr 07 2026 19:20:31 GMT+0200 (heure d’été d’Europe centrale),1775589662272,Tue Apr 07 2026 19:21:02 GMT+0200 (heure d’été d’Europe centrale),200,4,1775589640293,Tue Apr 07 2026 19:20:40 GMT+0200 (heure d’été d’Europe centrale),after,2222,false,0,0
31046340-bbfb-4b72-b964-849c99a33d93,22,324,2420e6e0-5e2f-4dab-998c-a50b382c89cf,1775589631193,Tue Apr 07 2026 19:20:31 GMT+0200 (heure d’été d’Europe centrale),1775589662272,Tue Apr 07 2026 19:21:02 GMT+0200 (heure d’été d’Europe centrale),200,3,1775589638282,Tue Apr 07 2026 19:20:38 GMT+0200 (heure d’été d’Europe centrale),for,2222,false,0,0
31046340-bbfb-4b72-b964-849c99a33d93,22,324,2420e6e0-5e2f-4dab-998c-a50b382c89cf,1775589631193,Tue Apr 07 2026 19:20:31 GMT+0200 (heure d’été d’Europe centrale),1775589662272,Tue Apr 07 2026 19:21:02 GMT+0200 (heure d’été d’Europe centrale),200,2,1775589636218,Tue Apr 07 2026 19:20:36 GMT+0200 (heure d’été d’Europe centrale),south,2222,false,0,0
31046340-bbfb-4b72-b964-849c99a33d93,22,324,2420e6e0-5e2f-4dab-998c-a50b382c89cf,1775589631193,Tue Apr 07 2026 19:20:31 GMT+0200 (heure d’été d’Europe centrale),1775589662272,Tue Apr 07 2026 19:21:02 GMT+0200 (heure d’été d’Europe centrale),200,1,1775589635018,Tue Apr 07 2026 19:20:35 GMT+0200 (heure d’été d’Europe centrale),the,2222,false,0,0
e104fced-490c-44ab-b76a-8adf237e35f6,20,319,639747b9-eede-42c2-ae07-76c1976dc770,1775587288770,Tue Apr 07 2026 18:41:28 GMT+0200 (heure d’été d’Europe centrale),1775587296680,Tue Apr 07 2026 18:41:36 GMT+0200 (heure d’été d’Europe centrale),100,1,1775587294023,Tue Apr 07 2026 18:41:34 GMT+0200 (heure d’été d’Europe centrale),to,2222,true,0,100
